path	dataset_id	species	tissue	layer	label_key	coarse_label_key	sample_key
data/public/scplantllm_srp169576_npz/SRX5025979_seurat0.npz	scplantllm_srp169576_SRX5025979_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025980_seurat0.npz	scplantllm_srp169576_SRX5025980_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025981_seurat0.npz	scplantllm_srp169576_SRX5025981_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025982_seurat0.npz	scplantllm_srp169576_SRX5025982_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025983_seurat0.npz	scplantllm_srp169576_SRX5025983_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025984_seurat0.npz	scplantllm_srp169576_SRX5025984_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025985_seurat0.npz	scplantllm_srp169576_SRX5025985_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025986_seurat0.npz	scplantllm_srp169576_SRX5025986_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025987_seurat0.npz	scplantllm_srp169576_SRX5025987_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025988_seurat0.npz	scplantllm_srp169576_SRX5025988_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
