path	dataset_id	species	tissue	layer	label_key	coarse_label_key	sample_key
data/public/scplantllm_srp169576_npz/SRX5025979_seurat0.npz	scplantllm_srp169576_SRX5025979_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025980_seurat0.npz	scplantllm_srp169576_SRX5025980_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025981_seurat0.npz	scplantllm_srp169576_SRX5025981_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025982_seurat0.npz	scplantllm_srp169576_SRX5025982_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025983_seurat0.npz	scplantllm_srp169576_SRX5025983_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025984_seurat0.npz	scplantllm_srp169576_SRX5025984_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025985_seurat0.npz	scplantllm_srp169576_SRX5025985_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025986_seurat0.npz	scplantllm_srp169576_SRX5025986_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025987_seurat0.npz	scplantllm_srp169576_SRX5025987_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/scplantllm_srp169576_npz/SRX5025988_seurat0.npz	scplantllm_srp169576_SRX5025988_seurat0	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/GSE268881_npz/GSM8302004_Ath_Root_Ctrl_scRNAseq_R1.npz	brassicaceae_multi_species_root_atlas	Arabidopsis thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/GSE268881_npz/GSM8302010_Esa_Root_Ctrl_scRNAseq_R1.npz	brassicaceae_multi_species_root_atlas	Eutrema salsugineum	root		cell_type	cell_type_coarse	sample_id
data/public/GSE268881_npz/GSM8302016_Sir_Root_Ctrl_scRNAseq_R1.npz	brassicaceae_multi_species_root_atlas	Sisymbrium irio	root		cell_type	cell_type_coarse	sample_id
data/public/GSE268881_npz/GSM8302022_Spa_Root_Ctrl_scRNAseq_R1.npz	brassicaceae_multi_species_root_atlas	Schrenkiella parvula	root		cell_type	cell_type_coarse	sample_id
data/public/GSE268881_npz/GSM8302028_Csa_Root_Ctrl_scRNAseq_R1.npz	brassicaceae_multi_species_root_atlas	Camelina sativa	root		cell_type	cell_type_coarse	sample_id
data/public/GSE146034_npz/GSE146034_mtx_extracted.npz	rice_root_tip_atlas	Oryza sativa	root_tip		cell_type	cell_type_coarse	sample_id
data/public/GSE152766_npz/spliced_counts_filtered.npz	arabidopsis_root_atlas	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/GSE152766_npz/unspliced_counts_filtered.npz	arabidopsis_root_atlas	Arabidopsis_thaliana	root		cell_type	cell_type_coarse	sample_id
data/public/GSE226097_npz/GSE226097_seedling_3d_relaxed_220711.npz	arabidopsis_lifecycle_spatial_atlas	Arabidopsis_thaliana	multi_organ		cell_type	cell_type_coarse	sample_id
data/public/GSE251706_npz/GSM8660509_sc_303_COPILOT.npz	rice_soil_stress_root_atlas	Oryza sativa	root		cell_type	cell_type_coarse	sample_id
data/public/GSE270140_npz/GSM8335426_JWE03_filtered_feature_bc_matrix.npz	arabidopsis_secondary_root_dev_atlas	Arabidopsis thaliana	secondary_root		cell_type	cell_type_coarse	sample_id
data/public/GSE270342_npz/GSM8339904_rep1_filtered_feature_bc_matrix.npz	wheat_soil_root_atlas	Triticum aestivum	root		cell_type	cell_type_coarse	sample_id
