path	dataset_id	species	tissue	layer	label_key	coarse_label_key	sample_key
data/public/GSE267159_npz/GSM8261200_Vertical_bio2_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
data/public/GSE267159_npz/GSM8261201_Vertical_bio3_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
data/public/GSE267159_npz/GSM8261202_Vertical_bio4_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
data/public/GSE267159_npz/GSM8261203_Vertical_bio5_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
data/public/GSE267159_npz/GSM8261204_Opposite_bio1_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
data/public/GSE267159_npz/GSM8261205_Opposite_bio2_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
data/public/GSE267159_npz/GSM8261206_Opposite_bio3_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
data/public/GSE267159_npz/GSM8261207_Opposite_bio4_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
data/public/GSE267159_npz/GSM8261208_Tension_bio1_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
data/public/GSE267159_npz/GSM8261209_Tension_bio2_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
data/public/GSE267159_npz/GSM8261210_Tension_bio3_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
data/public/GSE267159_npz/GSM8261211_Tension_bio4_filtered_feature_bc_matrix.npz	geo_gse267159_populus_trichocarpa_single_cell_spatial_multi_omics	Populus_trichocarpa	stem		cell_type	cell_type_coarse	sample_id
