path	dataset_id	species	tissue	layer	label_key	coarse_label_key	sample_key
data/public/scPlantDB_h5ad/SRP285040.h5ad	scplantdb_SRP285040	Arabidopsis thaliana	Root tip		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/ERP132245.h5ad	scplantdb_ERP132245	Arabidopsis thaliana	True leaf		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/DRP009643.h5ad	scplantdb_DRP009643	Arabidopsis thaliana	Rosette leaf		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/SRP148288.h5ad	scplantdb_SRP148288	Arabidopsis thaliana	Whole root		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/SRP273996.h5ad	scplantdb_SRP273996	Arabidopsis thaliana	Root		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/SRP307169.h5ad	scplantdb_SRP307169	Arabidopsis thaliana	True leaf		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/SRP320285.h5ad	scplantdb_SRP320285	Arabidopsis thaliana	Inflorescence		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/SRP182008.h5ad	scplantdb_SRP182008	Arabidopsis thaliana	Root tip		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/SRP292306.h5ad	scplantdb_SRP292306	Arabidopsis thaliana	Leaf		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/SRP285817.h5ad	scplantdb_SRP285817	Arabidopsis thaliana	Root outside the meristem		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/SRP253497.h5ad	scplantdb_SRP253497	Arabidopsis thaliana	Rosette-Leaf explant		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/SRP169576.h5ad	scplantdb_SRP169576	Arabidopsis thaliana	Whole root		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/CRA002977_1.h5ad	scplantdb_CRA002977_1	Arabidopsis thaliana	True leaf		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/SRP166333.h5ad	scplantdb_SRP166333	Arabidopsis thaliana	Whole root		Celltype	Celltype	Orig.ident
data/public/scPlantDB_h5ad/SRP279055.h5ad	scplantdb_SRP279055	Arabidopsis thaliana	Hypocotyl callus		Celltype	Celltype	Orig.ident
