dataset_id	accession	species	tissue_or_scope	priority	status	filename	file_type	url	matrix_like
discovered_gse125708	GSE125708	Mus musculus	public discovery candidate	A	ncbi_discovery_candidate	GSE125708_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE125708&format=file&file=GSE125708_RAW.tar	True
rice_root_tip_atlas	GSE146034	Oryza sativa	root tip	B	download_candidate	GSE146034_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE146034&format=file&file=GSE146034_RAW.tar	True
discovered_gse149198	GSE149198	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE149198_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE149198&format=file&file=GSE149198_RAW.tar	True
discovered_gse149201	GSE149201	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE149201_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE149201&format=file&file=GSE149201_RAW.tar	True
discovered_gse149209	GSE149209	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE149209_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE149209&format=file&file=GSE149209_RAW.tar	True
tomato_rice_root_tip_celltype_atlas	GSE149217	Solanum lycopersicum; Oryza sativa	root tip cell types	B	download_candidate	GSE149217_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE149217&format=file&file=GSE149217_RAW.tar	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE152766&format=file&file=GSE152766_RAW.tar	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_Columella_Atlas.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_Columella_Atlas.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_Epidermis_LRC_Atlas.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_Epidermis_LRC_Atlas.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_Ground_Tissue_Atlas.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_Ground_Tissue_Atlas.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_Root_Atlas.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_Root_Atlas.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_Root_Atlas_seu4.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_Root_Atlas_seu4.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_Root_Atlas_spliced_unspliced_raw_counts.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_Root_Atlas_spliced_unspliced_raw_counts.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_Stele_Atlas.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_Stele_Atlas.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_col0_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_col0_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_dc1_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_dc1_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_dc2_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_dc2_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_pp1_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_pp1_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_rc.integrated_scr.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_rc.integrated_scr.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_rc.integrated_shr.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_rc.integrated_shr.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_rc.integrated_wt_shr_scr.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_rc.integrated_wt_shr_scr.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_10_at_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_10_at_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_11_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_11_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_12_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_12_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_1_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_1_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_20_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_20_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_21_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_21_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_25_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_25_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_30_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_30_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_31_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_31_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_36_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_36_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_37_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_37_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_40_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_40_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_51_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_51_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_52_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_52_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_53_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_53_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_sc_9_at_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_sc_9_at_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_tnw1_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_tnw1_COPILOT.rds.gz	True
arabidopsis_root_atlas	GSE152766	Arabidopsis thaliana	root	A	download_candidate	GSE152766_tnw2_COPILOT.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152766/suppl/GSE152766_tnw2_COPILOT.rds.gz	True
discovered_gse157757	GSE157757	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE157757_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE157757&format=file&file=GSE157757_RAW.tar	True
discovered_gse157758	GSE157758	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE157758_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE157758&format=file&file=GSE157758_RAW.tar	True
discovered_gse180121	GSE180121	Liriodendron chinense; Populus trichocarpa; Eucalyptus grandis; Trochodendron aralioides	public discovery candidate	A	ncbi_discovery_candidate	GSE180121_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE180121&format=file&file=GSE180121_RAW.tar	True
discovered_gse182507	GSE182507	Medicago truncatula	public discovery candidate	A	ncbi_discovery_candidate	GSE182507_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE182507&format=file&file=GSE182507_RAW.tar	True
discovered_gse190649	GSE190649	Populus tremula x Populus alba	public discovery candidate	A	ncbi_discovery_candidate	GSE190649_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE190649&format=file&file=GSE190649_RAW.tar	True
discovered_gse196882	GSE196882	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE196882_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE196882&format=file&file=GSE196882_RAW.tar	True
discovered_gse201931	GSE201931	Solanum lycopersicum	public discovery candidate	A	ncbi_discovery_candidate	GSE201931_V0_matrix.mtx.gz	mtx_component	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201931/suppl/GSE201931_V0_matrix.mtx.gz	True
discovered_gse201931	GSE201931	Solanum lycopersicum	public discovery candidate	A	ncbi_discovery_candidate	GSE201931_matrix.mtx.gz	mtx_component	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201931/suppl/GSE201931_matrix.mtx.gz	True
discovered_gse210881	GSE210881	Medicago truncatula	public discovery candidate	A	ncbi_discovery_candidate	GSE210881_sNucRNA-seq_Medicago_integrated_root_atlas.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210881/suppl/GSE210881_sNucRNA-seq_Medicago_integrated_root_atlas.rds.gz	True
discovered_gse213647	GSE213647	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE213647_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE213647&format=file&file=GSE213647_RAW.tar	True
discovered_gse214016	GSE214016	Apostichopus japonicus	public discovery candidate	A	ncbi_discovery_candidate	GSE214016_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE214016&format=file&file=GSE214016_RAW.tar	True
discovered_gse220277	GSE220277	Arabidopsis	public discovery candidate	A	ncbi_discovery_candidate	GSE220277_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE220277&format=file&file=GSE220277_RAW.tar	True
discovered_gse222584	GSE222584	Oryza sativa	public discovery candidate	A	ncbi_discovery_candidate	GSE222584_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE222584&format=file&file=GSE222584_RAW.tar	True
discovered_gse223765	GSE223765	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE223765_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE223765&format=file&file=GSE223765_RAW.tar	True
discovered_gse224228	GSE224228	Triticum aestivum	public discovery candidate	A	ncbi_discovery_candidate	GSE224228_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE224228&format=file&file=GSE224228_RAW.tar	True
discovered_gse224539	GSE224539	Medicago truncatula	public discovery candidate	A	ncbi_discovery_candidate	GSE224539_RAW.tar	mtx_archive	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE224539&format=file&file=GSE224539_RAW.tar	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_221121_curio_seed_seurat.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_221121_curio_seed_seurat.rds.gz	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_flower_250805.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_flower_250805.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_flower_relaxed_220706.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_flower_relaxed_220706.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_global_integration_221009.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_global_integration_221009.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_hook_Col_hls1_integrated_250221.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_hook_Col_hls1_integrated_250221.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_relaxed_global_integration_221122.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_relaxed_global_integration_221122.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_rosette_21d_230221.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_rosette_21d_230221.rds.gz	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_rosette_21d_relaxed_220713.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_rosette_21d_relaxed_220713.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_rosette_30d_230221.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_rosette_30d_230221.rds.gz	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_rosette_30d_relaxed_220706.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_rosette_30d_relaxed_220706.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_rosette_merge_220824.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_rosette_merge_220824.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_seed_0d_230221.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_seed_0d_230221.rds.gz	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_seed_0d_relaxed_220711.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_seed_0d_relaxed_220711.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_seed_125d_250805.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_seed_125d_250805.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_seed_125d_relaxed_220712.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_seed_125d_relaxed_220712.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_seedling_12d_230221.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_seedling_12d_230221.rds.gz	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_seedling_12d_relaxed_220712.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_seedling_12d_relaxed_220712.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_seedling_3d_250805.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_seedling_3d_250805.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_seedling_3d_relaxed_220711.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_seedling_3d_relaxed_220711.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_seedling_6d_230221.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_seedling_6d_230221.rds.gz	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_seedling_6d_relaxed_220710.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_seedling_6d_relaxed_220710.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_seedling_merge_220714.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_seedling_merge_220714.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_silique_230221.rds.gz	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_silique_230221.rds.gz	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_silique_relaxed_220710.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_silique_relaxed_220710.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_spatial_dataset_flower_region1_250425.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_spatial_dataset_flower_region1_250425.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_spatial_dataset_flower_region2_250425.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_spatial_dataset_flower_region2_250425.rds	True
arabidopsis_lifecycle_spatial_atlas	GSE226097	Arabidopsis thaliana	whole life cycle; multiple organs	A	download_candidate	GSE226097_spatial_dataset_flower_region2_long_250425.rds	seurat_rds	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226097/suppl/GSE226097_spatial_dataset_flower_region2_long_250425.rds	True
